"","Breast_ge$X","ENSG00000077238","ENSG00000135213","ENSG00000183426","ENSG00000211801","ENSG00000102886","ENSG00000171291","ENSG00000141956","ENSG00000171817","ENSG00000204219","ENSG00000112983","ENSG00000197497","ENSG00000139537","ENSG00000007312","ENSG00000186481","ENSG00000251606","ENSG00000143753","ENSG00000171174","ENSG00000157992","ENSG00000211810","ENSG00000171135","ENSG00000112159","ENSG00000166971","ENSG00000103599","ENSG00000270505","ENSG00000139291","ENSG00000132879","ENSG00000129968","ENSG00000110274","ENSG00000160223","ENSG00000211710","ENSG00000249859","ENSG00000231113","ENSG00000211746","ENSG00000225113","ENSG00000211898","ENSG00000198821","ENSG00000109063","ENSG00000225405","ENSG00000146904","ENSG00000129277","ENSG00000211734","ENSG00000009790","ENSG00000253701","ENSG00000073712","ENSG00000105426","ENSG00000226660","ENSG00000245164","ENSG00000162729","ENSG00000109133","ENSG00000198625","ENSG00000211752","ENSG00000196126","ENSG00000152495","ENSG00000183878","ENSG00000131914","ENSG00000094963","ENSG00000143119","ENSG00000100813","ENSG00000117560","ENSG00000184730","ENSG00000185485","ENSG00000116824","ENSG00000214900","ENSG00000075914","ENSG00000112077","ENSG00000243536","ENSG00000122435","ENSG00000131797","ENSG00000164180","ENSG00000157554","ENSG00000196329","ENSG00000176248","ENSG00000196199","ENSG00000141040","ENSG00000213553","ENSG00000162894","ENSG00000146285","ENSG00000129824","ENSG00000116251","ENSG00000082293","ENSG00000204252","ENSG00000246223","ENSG00000100941","ENSG00000170486","ENSG00000204852","ENSG00000154620","ENSG00000211772","ENSG00000239855","ENSG00000211689","ENSG00000172116","ENSG00000104067","ENSG00000069667","ENSG00000135749","ENSG00000211747","ENSG00000169964","ENSG00000160654","ENSG00000128016","ENSG00000181894","ENSG00000186854","ENSG00000167664","ENSG00000128218","ENSG00000154814","ENSG00000263264","ENSG00000147168","ENSG00000251562","ENSG00000241859","ENSG00000134539","ENSG00000120725","ENSG00000089012","ENSG00000241106","ENSG00000267364","ENSG00000132424","ENSG00000186265","ENSG00000117318","ENSG00000132915","ENSG00000111863","ENSG00000134545","ENSG00000122986","ENSG00000163492","ENSG00000198692","ENSG00000130921","ENSG00000104689","ENSG00000099260","ENSG00000167286","ENSG00000219481","ENSG00000175899","ENSG00000132485","ENSG00000145649","ENSG00000110651","ENSG00000151414","ENSG00000057252","ENSG00000177455","ENSG00000168421","ENSG00000229308","ENSG00000229164","class"
"14","Type-Unknown-6",-1.265530945,-1.163888501,-0.68842274,-0.804956372,-0.85582416,-0.745327452,-0.907697577,-0.752515593,-1.084271218,-1.656976443,-0.890490512,-1.013354509,-1.780945978,-0.284918495,-0.776313851,-0.619392032,-0.760157294,-0.711391907,-0.870865159,-1.063122559,-1.529966927,-1.430874877,-0.71577061,-0.966465053,-0.977136902,-1.065558969,-1.425919009,-1.382949977,-0.716341848,-0.870625072,-1.112049841,-0.825205229,-0.920629262,-0.781041956,-2.028981407,-1.362644623,-0.751211513,-0.850116774,-0.787056614,-0.411782494,-1.024056065,-3.001852623,-0.952427812,-0.716762622,0.668448408,-0.765186661,-0.299045839,-0.944915561,-0.531801408,-0.459204532,-0.914154722,-1.356243339,-1.369330695,-0.812150146,-0.823081713,-0.748618444,-0.320707121,-0.96652617,-0.826424379,-0.884793729,-0.75154124,-1.701078915,-0.707432112,-1.545471984,1.779502969,-0.914945134,-1.447371073,-0.959050699,-1.424381956,-0.675615091,-1.01930725,-0.184742275,-1.148422058,-0.891882817,-0.720830578,-1.735149797,-1.360991719,-0.843039509,-1.388786897,-1.034971871,-1.098611452,-1.092287923,-1.56869092,-0.792951761,-1.066073936,-0.398919186,-1.596262512,-0.770553919,-1.402240347,-1.290876521,-0.255182166,-1.534189525,-0.885481043,-0.634787127,-1.000391686,-1.456619227,-0.488950734,-0.885594709,-1.211188973,-1.115131808,-1.090560935,-0.52315434,-1.303638288,-1.857204982,-0.458826479,-0.778175727,-2.268141018,-1.321886608,-1.296870229,-1.09931552,-1.117675315,-0.982645372,-1.302790136,-1.306067259,-0.760321285,-1.005697335,-1.279100596,-1.587834731,-1.098293414,-0.88934323,-0.974983801,-0.85708599,-0.680060973,-1.003801979,-1.250926397,-0.925720689,-2.701271289,-2.186627356,-1.415632589,-1.805406506,0.681455144,-1.359026475,-0.357123125,-0.680997329,-2.393390049,"Breast"
"15","Breast-564",0.074433751,-1.014293139,-0.556861133,-0.714296786,-0.725347976,-0.668052757,-0.782966388,-0.626395168,-0.894240522,0.187562474,-0.784584896,-0.867973576,-0.183697677,-0.746832045,-0.685975074,-0.123649011,-0.653296974,-0.625269319,0.544030808,-0.939845714,-1.018945541,-1.211798002,-0.609941645,-0.845495211,-0.189627825,-0.92544289,-0.29386257,0.269401716,-0.565445412,-0.769563993,-0.934434355,-0.731620097,-0.803629206,-0.662025444,0.009062465,-1.151761319,-0.629170469,-0.764453374,-0.681799765,-0.251285365,-0.406421157,-0.039900371,-0.820141574,-0.631037751,0.679371251,-0.684399103,-1.192213216,-0.803841492,-0.967704711,-0.292648155,-0.820586762,-0.75427071,-1.148073179,-0.637181247,-0.181858698,-0.654715916,-0.742844667,-0.563639606,-0.716904459,-0.773199444,-0.109470845,-1.388570509,-0.622250706,0.0129782,1.218985689,-0.206633188,-1.22851882,-0.807653885,-1.212593768,2.020814956,-0.747707847,-0.881914694,-0.44907956,-0.762445174,-0.635413572,-1.486593219,-0.454431154,-0.472225349,0.098227482,-0.842574416,0.552894158,-0.927290315,-0.745989704,-0.653822364,-0.913834668,-0.880214635,-0.808130203,-0.683614126,-1.204666996,-0.028835769,-0.677029895,-1.299778332,-0.741395967,-0.291577407,-0.192712136,-1.239793413,-0.057515376,0.049745797,-1.010962858,-0.975336084,-0.282196348,-0.447129828,-0.135369236,-0.924421824,-0.762830919,-0.675911064,-1.309146773,-0.668175043,-1.092439503,-0.960527829,-0.967068088,-1.228801409,-0.358342996,-0.27638775,-0.671867905,-0.855577371,-1.070149174,-0.188022454,-0.907003667,-0.718917766,-0.519833043,-0.74551097,-0.580369295,-1.336863417,-0.517341368,1.167437836,-1.549566522,-0.595922332,-0.834733635,0.148785166,-1.174830985,-1.146684643,-1.062934653,-0.562057228,-0.503181925,"Breast"
"16","59-Breast-WT",-1.284092139,0.095308974,-0.693800322,-0.81271918,-0.868041369,-0.751802656,-0.919017007,-0.764541619,-1.104191083,-1.682032615,0.387047753,-1.026972186,-1.806929461,-0.923171636,2.606886119,-1.607010822,-0.769760455,-0.718564107,-0.879334047,-1.073912018,-1.553932075,-1.453383216,3.678928714,-0.977202815,-0.268724462,-1.078323435,-1.205667741,-1.40448997,-0.721776858,-0.879355033,-1.129663876,-0.833191371,-0.931034524,-0.792053495,-0.851037656,-1.384203175,-0.762702326,-0.857265606,-0.796432818,-1.889623525,-1.033539597,0.13512108,-0.964457092,-0.723920125,2.006030156,-0.771979008,-1.357782601,-0.958222808,-1.155017847,-0.893296979,-0.922033557,-0.703105328,-1.392481273,-0.831780949,-0.839369764,-0.756828265,-1.143666426,-1.095385373,-0.836170952,-0.894662304,-1.371682029,-0.685412336,-0.714787559,-1.26700567,-0.854223925,-0.927389295,-1.469994477,-0.973675818,-1.445631683,-0.682532101,-0.95092119,-1.010344693,-0.38185184,-0.903901752,-0.726253426,-1.761077197,-1.381944367,-0.684940329,-0.451802606,-1.055219164,-1.11212134,-1.10821337,-0.875912717,-0.806503178,-1.080385549,-0.507379095,-0.046246645,-0.777828116,-0.101164826,-1.311388274,-0.796154154,0.678701567,-0.899350091,-1.059061183,-1.010581628,-1.479813196,-0.315567548,-0.894564231,-1.231954746,-1.127729165,-0.370255528,-1.898276951,-1.322602405,-0.544071469,-1.486058381,-0.787248766,-0.564592248,-1.340535496,-1.317597807,-1.111824324,0.904746984,-1.319225008,-1.321448091,-1.32444004,-0.767900521,-1.019939973,-1.300971586,-1.86322888,-1.118731429,-0.9084073,0.497219566,-0.867040563,2.726610886,-2.006219685,-1.266763563,0.119120086,0.164650056,-2.214896489,-1.437979379,-0.220812298,-1.421885231,-1.381158383,-1.698459451,-0.692479212,-0.310823638,"Breast"
"17","Breast-590",0.127472844,-0.75893202,-0.689330425,-0.806263067,-0.857866837,-0.185692168,-0.468397694,-0.754523469,-1.087568373,1.104961599,-0.424323535,-1.015631022,-0.335059168,-0.291052943,-0.777618856,0.703533067,0.449699785,-0.712599061,-0.872290329,-0.287523252,0.324397223,0.112941735,1.222482398,-0.527565328,0.024414308,-0.668318875,-0.86285204,-0.303271812,-0.717259468,-0.872093637,0.846019651,-0.826549881,-0.48709258,-0.782884938,0.317029353,-1.366221322,-0.753132139,0.254806997,-0.788630407,-0.421272505,-0.712397263,-0.151715272,-0.954443705,2.676536661,-0.787864562,-0.766331472,-1.548097989,-0.947138993,-0.343035455,-0.045999353,-0.915482473,-0.703156601,-1.373163374,-0.815379251,-0.825782821,2.725074689,-0.343283103,0.210411263,-0.828060481,-0.886450989,-1.00831754,-1.096138866,0.630559069,0.49195745,4.718485914,-0.917026474,0.297364671,-0.961489487,-0.571429424,2.699712979,0.226081001,0.319693578,-0.096320961,0.456522657,-0.721746093,-0.585777744,-0.387486551,-0.845980735,0.977737668,-1.038322454,0.296179446,-1.094943518,-0.315297952,-0.358118594,0.986814931,-0.730640328,-0.52019907,0.371340595,-0.65114738,-0.761218595,2.25588467,-0.659013507,-0.887794674,-0.640211921,-0.233735856,-1.246570113,-0.777993726,-0.367635067,-0.22942101,-0.715810817,1.704463989,0.457969153,-0.743361034,-0.33475757,-0.666554195,-0.779699103,-0.358256466,0.388912401,-0.286768977,-0.156259251,-1.120005089,0.07233515,-0.277689497,-0.321250964,-0.761597055,-0.361965236,-1.282721368,-0.000533113,-0.849957887,-0.892479221,0.761703823,-0.858756591,2.573024341,-0.709653696,0.240075633,3.340175756,0.146560548,-0.906870072,-0.445718341,-0.641976756,0.002578673,-0.28014514,-0.769431181,-0.68291259,-1.161058472,"Breast"
"18","Breast-60",-0.924730326,-0.881268929,-0.271452182,-0.557789892,-0.614551062,-0.423119433,2.287815749,-0.47270537,-0.752853926,-1.244088541,0.290147789,-0.743992114,-1.353094211,-0.622262367,-0.464474419,-1.184861981,-0.514697443,-0.378024448,-0.635541743,0.087653907,-1.136739285,0.597481495,2.652036374,-0.73448154,-0.74360279,-0.801267423,-0.676941304,-1.005061186,-0.264513148,-0.629552413,-0.793354019,-0.4785569,-0.696614707,-0.51905025,-0.626668109,-0.989688491,2.054584755,-0.500743352,-0.528107374,-0.922206057,-0.803692859,-1.245159207,-0.702990295,2.848388391,-0.963227896,-0.435709828,-0.607163172,-0.684840152,-0.827884368,-0.816530445,-0.669687734,-1.197886444,0.669349671,-0.517970709,-0.54654555,1.227107225,-1.38431398,-0.810594874,-0.597782364,-0.6628905,-0.998154895,-1.482665387,-0.404678218,-0.65894826,0.098493641,-0.666924326,-1.061980447,-0.683826446,-1.046049928,-0.349012043,-1.361059133,-0.77108347,-1.423271858,-0.651040043,-0.343022657,-0.303279459,-0.990743979,-0.57404615,-0.382843053,-0.184211371,-0.083187726,-0.79175044,-0.638665708,-0.537573735,-0.784498424,0.469757212,-0.804690645,-0.419858022,-1.040768421,-0.931502451,-0.549986458,-1.123580332,-0.623451635,-0.791224856,-0.774246683,-1.080653079,-0.863568176,-0.619025623,-0.860021821,-0.849434043,0.039482816,0.228090987,-0.955331924,-0.582775919,-1.039599466,-0.535733538,-0.631822047,-0.974517792,-0.934755377,-0.045309393,-0.836096452,0.104872092,-0.957701717,-0.96095454,-0.443901284,-0.729764847,-0.914104741,-1.390480499,-0.767794929,-0.149965291,-1.307918631,-0.641216524,-0.429893259,-1.556555675,-0.230495036,1.586790539,-0.303588889,-1.70809253,0.295381135,-0.09170686,-1.007710314,-0.986652273,-0.138322898,-0.430085603,-0.850555205,"Breast"
"19","Breast-603",-0.434084198,-0.909489997,-0.328990456,-0.612328032,-0.637678125,-0.479720559,-0.695696921,-0.513584533,-0.781396692,-0.234566628,1.246413722,-0.769949744,0.180786773,-0.647627742,-0.526087818,-0.302573117,-0.565091298,-0.439661304,-0.692589809,0.577526807,-0.340236862,0.60094391,-0.516453585,0.084566664,-0.767502581,-0.827573487,-0.327942285,-0.248039826,-0.325180912,-0.686142649,-0.822323006,-0.545530856,-0.719487397,-0.566456025,-0.141984345,-0.582661123,-0.541061114,-0.565254599,-0.577857193,-1.445025189,-0.827384931,-0.423397796,-0.727864738,0.72997668,-0.997467122,-0.493811942,-0.976985683,-0.709660392,0.096623637,-0.087659354,-0.732487951,-0.357240471,-0.602579815,-0.541420278,-0.570416209,2.154095372,-0.586929156,-0.323970921,-0.632407199,-0.69238383,-0.466616625,-0.361290804,-0.464257322,-0.711149573,-0.550711564,-0.69090186,0.05379794,-0.709425821,-0.284786634,-0.418058316,-0.194665208,-0.79497602,-0.746092583,-0.67440632,-0.40196849,-0.236712231,-1.023998555,-0.595782335,0.425553175,-0.729268916,-0.142969001,0.157619306,-0.715180274,-0.563737225,-0.811556733,-0.472097576,-0.517411,-0.486745044,-1.074788778,-0.489277956,0.40360409,-1.159367083,-0.647807003,-0.816929423,-0.797881331,-1.112806125,0.221049862,-0.67758734,-0.890622857,-0.876246916,-0.86340938,-1.102491282,-0.987361011,-0.451332477,-0.38375454,-0.58856333,-0.604867966,-1.006768062,-0.966893215,0.375923941,-0.1830686,-0.727370254,0.129754946,-0.993208043,-0.498924038,-0.755967075,-0.945683817,0.394903774,-0.212725787,-0.183654602,0.512911613,-0.665665816,-0.488243784,-0.566871322,-0.966431753,1.129029273,-0.81922331,-1.441673192,-0.015847984,0.232417095,-0.636793551,-0.174213661,-0.865808575,-0.470817347,-0.55105008,"Breast"
"20","ALK61-Breast-Her2-unknown",-1.196609666,-1.111593157,-0.666869465,-0.774338842,-0.809437337,-0.719562742,-0.864130413,-0.707211886,-1.01255064,-1.567249339,-0.854370691,-0.961679059,-1.444027831,-0.847917154,-0.745757655,-1.505586463,-0.723025139,-0.683123627,-0.83751328,-1.020961065,-0.871913168,-1.349059771,-0.678843648,-0.924749292,-0.935099754,-1.016527343,-0.729203438,-1.304116505,-0.694524354,-0.836318,-1.046935188,-0.001415217,-0.356737509,-0.739001189,-1.458961474,-1.284090798,-0.707668924,-0.821625925,-0.750675218,-1.768472035,-0.307359084,-1.423113523,-0.906166864,-0.688540245,-0.043660646,-0.738196178,-1.755295509,-0.894568929,0.484211054,-1.85842394,-0.882869911,-0.994422282,-1.285904121,-0.743716913,-0.763897337,1.263284226,-1.251761739,-1.739231716,-0.788588403,-0.846390388,-1.282000662,-1.838715568,-0.67851559,-1.463023268,3.106078823,-0.867601879,-1.365401426,-0.904310025,-0.271646125,-0.648366182,-1.722185303,-0.959641235,-1.38221866,-0.846087863,-0.699068866,-0.980455408,-1.2841352,-0.78077922,-2.125869802,-0.962177083,-1.046917482,-1.032674216,-1.325790381,-0.742378223,-1.011856886,-1.338627247,-1.870139962,-0.741765434,-1.331298864,-1.215820006,-0.74838571,-1.445843045,-0.833468171,-0.999970931,-0.960548704,-1.373988772,-1.107948309,-0.850350032,-1.136027132,-1.066516791,-1.045169689,-1.774808235,-1.23322082,-1.859131218,-0.95913033,-0.742909749,-2.161865349,-0.600637919,-1.220991393,-1.051044525,-1.064542712,-1.928381822,-1.233368457,-1.237436373,-0.730432916,-0.951956329,-1.200294877,-1.740526227,-1.02536627,-0.60639725,-1.655362597,-0.818492576,-0.645371169,-1.215778441,-1.190775241,0.868179557,-1.722653663,-1.197544444,-1.334493023,0.525032461,-0.482521572,-1.279160203,-1.583935525,-0.637968199,-1.442080486,"Breast"
"21","Breast-85",-0.624879633,-0.397676188,-0.552321263,-0.713046729,-0.116056603,-0.666967263,-0.78132872,-0.624806642,-0.892007892,-1.130720628,-0.783145203,-0.866111275,-1.257824736,-0.744891105,-0.684732619,-0.560038584,-0.651884659,-0.623618516,-0.770960084,-0.938175896,-0.816203484,-0.834068499,0.834080759,-0.8438766,-0.85367101,-0.92360677,-0.67614875,-0.258655449,-0.56065862,-0.768180889,-0.140993281,-0.730326499,-0.80206646,-0.660489263,-1.754778391,-1.149234456,-0.627618792,-0.76324559,-0.680397054,-1.19278412,-0.40247678,-1.544956317,-0.818407872,-0.629317654,0.4521936,-0.683267637,-1.588472281,-0.802045422,0.101996973,-0.378170623,-0.819277393,-2.201865922,-0.778549457,-0.635235643,-0.663192124,-0.653445037,-1.413315277,-0.655631382,-0.71544403,-0.771702145,-0.671634876,-1.674304513,-0.621085556,-0.416036785,3.152096945,-0.202673917,-0.872973665,-0.805762489,-1.210018925,1.668194288,-1.190736841,-0.148709919,-1.541887401,-0.76077672,-0.630762643,-1.483654462,-0.731471806,-0.326307557,-1.322667567,-0.401167813,-0.949698221,-0.417460087,-1.06247682,-0.652100869,-0.91188954,-0.25287951,-2.464692265,-0.681877255,-1.202176156,-0.672145667,2.242992924,-1.297013415,-0.739593068,-0.910345589,-0.882226025,-0.97611538,-0.430889521,-0.7803762,-1.008591628,-0.973487251,-0.957026343,-1.291748818,-1.108227757,-2.690357787,-1.333567477,0.566736969,-1.981608144,-1.127982149,-1.089980649,-0.958692819,-0.398316144,-1.282807792,-1.109668733,-0.608668543,-0.670649564,-0.853674264,-1.067690817,-1.578890024,-0.904789393,-0.717011871,-1.498622084,-0.744025036,-0.579055228,-1.503472293,-1.079230001,-0.75781811,-1.942951108,-1.911351017,-1.196040031,0.353167791,-0.013650343,-1.144174084,-1.429854194,-0.560575646,-1.92199183,"Breast"
"22","Breast-86",-1.029341405,-0.973969916,-0.465985455,0.172295455,-0.691276588,-0.614484268,-0.749351178,-0.594089483,-0.441839619,-0.697892146,-0.754795494,-0.829936755,-0.237987471,-0.707645482,1.061648961,-0.802224222,-0.624278231,-0.58641477,-0.744205454,0.36581148,-1.251091365,0.285281997,0.379327739,-0.067237049,-0.821717015,0.507401612,-0.120299947,-0.677726594,-0.469627031,0.116994111,-0.890364584,-0.697455766,-0.771424347,-0.630622103,-0.185801926,-1.100790161,-0.597558691,-0.718851808,-0.652916121,-0.018863297,-0.3254681,-0.294238711,-0.004978918,-0.596454164,-0.619146564,-0.632149413,-0.819107666,-0.76721001,-0.92437432,-0.589670051,-0.793300373,-0.619663119,0.124006995,-0.036456338,-0.627422415,2.433623719,-1.0243206,-0.382188035,-0.686829416,-0.742313326,-0.593981233,-0.300897852,-0.589456116,0.000717416,1.339265851,-0.746293288,-1.176058043,-0.769225896,-1.160511983,0.610639919,0.235608821,-0.848822884,-0.544811887,-0.728331053,-0.5423148,-0.508290193,-0.659745165,-0.648342869,0.302984344,-0.797427713,0.689383893,-0.885309224,-0.748673271,-0.618944637,-0.874123758,-0.283015963,-0.466891797,-0.645998825,0.089969038,-0.313947418,1.736413865,-0.869312678,-0.704767841,0.241160081,-0.851113261,-0.728570843,-0.96013785,-0.752373102,-0.963244417,-0.937308135,-0.922353567,-0.807150667,-0.5845371,-1.191452745,-1.844028677,-0.647734822,-0.276182832,-0.589248473,-1.04283296,-0.922787845,-0.927118739,-0.56193086,-1.064077298,-0.529974926,-0.629929744,-0.232204054,-1.02072849,-0.547128949,-0.862627006,-0.430670244,-0.650315776,-0.714911889,-0.544231003,-0.489985826,-1.036873685,1.694018491,-0.377240152,-0.389044191,-1.146498413,-0.458080652,-1.121927071,-1.096151245,-0.518536865,-0.532003763,-0.73440223,"Breast"
"23","97-Breast-Her2-ampl",0.195540542,0.999157794,-0.661729065,-0.767147842,-0.798921327,-0.713460713,-0.854129226,-0.697016118,-0.997027964,0.290913022,-0.845942897,0.421945337,-0.984565592,-0.834878798,-0.738587506,-1.487719338,-0.714467336,-0.676489733,-0.829691092,-1.011143522,-1.425793846,-1.331206053,-0.670355977,-0.915088994,-0.925368873,-1.005289552,-1.040542822,-1.286810937,-0.689313034,-0.828288034,-1.032515321,0.038014124,-0.870889372,-0.729424098,-1.904747405,-1.266913007,-0.697819045,-0.814867693,-0.742261555,-1.389589711,-0.97767751,-1.460973299,-0.895555745,2.877745481,1.137047051,-0.731812077,-0.648936399,-0.883189548,-1.06284187,-0.407837259,-0.875474611,-1.398613876,-1.267835986,-0.729322446,-0.750996974,-0.709027736,-2.714970692,-1.718629117,-0.779834964,-0.837483874,0.1028489,-0.688082684,-0.671746031,-1.444859409,1.096968285,-0.85684786,-1.347559377,-0.892056376,-0.715709395,-0.641974947,-1.146519132,-0.950236313,-0.876510266,-0.835671321,-0.693872356,-1.621353415,-1.267230413,-0.76768905,-1.072271425,-0.561936643,-1.035111106,-1.019325626,-1.103327932,-0.731094255,-0.999586261,0.049038144,-1.381843671,-0.734982658,-1.315328547,-1.199347225,2.000769988,-1.426714464,-0.821807671,-0.989177987,-0.951266031,-1.356258012,-0.296265207,-0.842101655,-1.119688528,-1.055326251,-0.490240007,-0.030279116,-1.21756772,-1.111758533,-1.770032565,-0.734741042,-0.644240719,-1.236844267,-1.20434179,-0.538491949,-1.052436059,-0.650921976,-1.217908599,-1.222093806,-0.723414905,-0.939838266,0.698849706,-1.719741464,-1.009709179,-0.58931118,-1.635660976,-0.80957316,2.583179775,-0.544590786,-1.177127861,-0.850295373,-2.568407242,-0.437776109,-1.316803607,0.497147513,-1.295850714,-1.261834921,-1.564302912,-0.628332338,-1.811943371,"Breast"
"24","Breast-ALK-82",-1.093839355,-1.028714997,-0.590607256,-0.72343328,-0.737640878,-0.675970824,-0.794995673,-0.638111317,-0.910801684,-1.440760377,-0.795122845,-0.881683865,-0.944969563,-0.761195879,-0.695058891,-0.00508069,-0.663665695,-0.636216148,-0.78222035,-0.952071775,-0.574652286,-1.23117199,-0.620150334,-0.857361587,-0.867243903,-0.938930854,-0.324388662,-1.18927003,-0.601026977,-0.779680771,-0.178691322,-0.741072747,-0.163203416,-0.673329278,-1.781679666,-0.537095618,-0.64060552,-0.773259832,-0.692088556,-1.628984917,-0.923750488,-1.638012519,-0.832878731,-0.641671842,-0.056997302,-0.692655211,-1.223234689,-0.817072443,-0.983436534,-1.112691087,-0.830141395,-1.074876099,-0.808126122,-0.651682796,-0.678951389,-0.664023354,-1.823798281,-1.604032449,-0.727616095,-0.784173791,-0.388300414,-1.415828448,-0.630774424,-1.342074466,2.779873185,-0.794019352,-1.247805816,-0.821611297,-0.33765418,-0.598857942,-1.582254538,0.954468698,-1.955786646,-0.774722048,-0.661597447,-1.508374227,-1.171756,-0.696988137,-1.472827589,-0.859272872,-0.965672339,-0.942524135,-0.479674626,-0.666540733,-0.928157771,-0.289010694,-1.697268027,-0.693593627,-1.223034714,-1.106534844,-0.68764761,-1.320275151,-0.754699958,-0.925182933,-0.895379589,-0.206255051,-1.018210191,0.010220037,-0.658997779,-0.988904898,-0.971739331,-0.930548575,-1.12820936,-1.543392502,-1.189008171,-0.685937158,-2.009869302,-1.147937938,-1.11064418,-0.973995694,-0.981415255,-1.161541001,-1.129479653,-1.133933024,-0.680773987,-0.869601906,-1.088381112,-1.604144045,-0.923448579,-0.73311219,-1.088292318,-0.756410231,-0.590020186,-0.950290342,-1.097438742,-0.774473067,-1.081633199,-1.465584593,-1.217786558,-0.528227121,-1.19434462,-1.165293693,-0.840123381,-0.572996895,-1.548655615,"Breast"
"25","HD-1",1.205923904,0.670979304,-0.494030982,0.139468143,-0.701933594,2.306507381,1.432139727,0.0433419,1.147438801,0.344689495,0.025973739,1.772974568,1.389214549,1.722596847,2.419435919,1.132738483,2.246478812,0.447867244,-0.753100457,1.669500929,0.671026317,1.187368085,-0.586853081,0.742040793,1.889663779,0.153892906,-0.469851527,1.213689913,1.566247263,1.058632369,1.032263406,0.410480548,0.405275586,-0.64045535,1.304305337,1.214583231,-0.607432984,3.73457176,-0.662007171,0.866177271,0.899343959,1.247417718,1.10511257,-0.60715929,-1.095087114,-0.66046977,1.347918368,1.47350537,1.400197278,1.469035234,0.126944994,2.375814891,-0.289520527,1.635451094,-0.639069126,-0.636741173,1.924253703,1.691552212,1.07496721,2.232444201,0.709310898,1.154695065,1.017781373,1.571523079,-0.63034247,0.952319734,1.569455388,0.749339526,0.944397568,-0.563700022,0.199456954,-0.859269986,1.43681369,1.516871809,4.098514611,0.503624596,-0.177130242,1.97206276,1.108924591,1.741342386,0.099701292,-0.021825904,1.996770749,1.700618504,2.253373925,1.449772315,0.857430098,3.045994387,1.156470432,0.654799612,0.754794085,2.36947224,1.549192267,0.529914642,0.738825681,0.900453694,2.707317396,0.715642343,0.249189319,1.275036744,1.550307461,1.0404846,0.622811473,1.59052711,2.306316796,1.025588983,2.065866749,2.007800499,0.677179101,1.590661788,1.087910839,1.554533716,0.810889514,0.580606819,1.391465894,1.075390159,2.16563097,1.653724466,0.916256326,1.73304408,0.044007374,0.437249086,-0.555746062,0.779111833,1.690418338,-0.732269793,1.639656406,2.140626682,1.250473916,-0.048217507,0.582307645,0.68741066,1.283657834,0.088299967,0.751658921,"HC"
"26","HD-2-1",1.390422617,-0.076688208,1.963062158,1.116108305,-0.599927538,1.526039003,0.747749631,-0.456542506,0.896017054,0.134715474,-0.644434294,-0.032277658,1.179508627,0.381180755,-0.440113623,-0.206573307,-0.491608257,-0.353654377,0.392618947,0.707265717,0.859547509,0.22933303,-0.436398395,0.177881413,1.099281099,1.998439228,-0.42949894,0.258184197,4.272533565,-0.607177682,-0.781859909,-0.452076639,-0.687421077,2.09675258,1.183994181,-0.516221424,-0.474239358,0.764665745,-0.508437218,-0.330765023,-0.794108746,0.647661912,0.242412066,-0.384989451,-0.949684515,-0.412737328,0.248262337,-0.674945376,-0.816359291,0.925477086,-0.644857692,1.209948782,-0.969428847,-0.128264094,0.849111926,-0.482091004,0.818741,0.071876221,-0.574741254,1.870909142,0.670487943,0.154089732,-0.381121744,0.798334183,-0.499997639,-0.657352197,0.517624995,1.081390901,1.292769095,-0.321712426,-1.345051687,0.21130153,0.618126578,0.550296034,-0.319716567,0.146519715,0.091110149,-0.324478629,0.382837151,1.127547592,1.030866534,-0.780572471,0.444463997,-0.525954977,1.883009509,-0.403896653,0.014826944,0.881112458,0.539677826,0.131459266,1.13882516,-1.109417676,2.218752765,-0.780909663,-0.764714572,0.412852242,1.310943258,2.686447868,-0.399533016,-0.838666735,1.047199082,0.361382481,1.372307754,0.571266123,0.664974533,-0.514845617,0.856623229,1.628029682,0.495021051,-0.824936503,-0.101216682,0.705987737,0.224905208,-0.322705487,1.377888958,-0.031793234,0.471585335,0.84412027,0.693278342,-0.136631859,-0.39981632,1.732381072,-0.40524872,0.014609001,1.057624059,-0.623481162,0.696872719,0.681919945,0.421776604,-0.133072843,1.047101158,0.5528434,0.650411755,-0.413981026,-0.136367812,"HC"
